
=======================
WikiArt Data Set Labels
=======================

This data set was created from paintings extracted from WikiArt.org.

Please refer to https://github.com/lucasdavid/wikiart for more information
or to report a bug.

contentId,url,artistName,lastNameFirst,image,wikipediaUrl,birthDay,deathDay,birthDayAsString,deathDayAsString
326772,"paul-ackerman","Paul Ackerman","Ackerman Paul","https://uploads8.wikiart.org/temp/889717b6-8d84-459e-ad53-3dd93b03152a.jpg!Portrait.jpg",,"/Date(-1934150400000)/","/Date(347155200000)/","September 17, 1908","1981"
324651,"norman-ackroyd","Norman Ackroyd","Ackroyd Norman","https://uploads8.wikiart.org/temp/5415d83e-9d3a-42f8-a44b-a50852877f30.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Norman_Ackroyd","/Date(-1009843200000)/","/Date(253402300799999)/","1938",
306052,"nutzi-acontz","Nutzi Acontz","Acontz Nutzi","https://uploads8.wikiart.org/temp/629bd00a-671d-4c79-afa9-211fd9ddd8c0.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Nutzi_Acontz","/Date(-2370729600000)/","/Date(-379814400000)/","November 16, 1894","December 19, 1957"
310069,"valerio-adami","Valerio Adami","Adami Valerio","https://uploads8.wikiart.org/temp/8c489e0e-e364-4e80-84bf-b7449968b4cb.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Valerio_Adami","/Date(-1098057600000)/","/Date(253402300799999)/","March 17, 1935",
329835,"ansel-adams","Ansel Adams","Adams Ansel","https://uploads3.wikiart.org/images/ansel-adams.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Ansel_Adams","/Date(-2141596800000)/","/Date(451440000000)/","February 20, 1902","April 22, 1984"
337462,"bas-jan-ader","Bas Jan Ader","Ader Bas Jan","https://uploads4.wikiart.org/images/bas-jan-ader.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Bas_Jan_Ader","/Date(-874281600000)/","/Date(157766400000)/","April 19, 1942","c.1975"
324736,"jankel-adler","Jankel Adler","Adler Jankel","https://uploads8.wikiart.org/temp/eac44919-8c7f-4b3c-9755-ca47f2473656.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Jankel_Adler","/Date(-2348956800000)/","/Date(-652838400000)/","July 26, 1895","April 25, 1949"
9223372032559809051,"etel-adnan","Etel Adnan","Adnan Etel","https://uploads0.wikiart.org/00104/images//academy-of-science-etelsimone-2008-012.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Etel_Adnan","/Date(-1415404800000)/","/Date(253402300799999)/","February 24, 1925",
307501,"gosta-adrian-nilsson","Gosta Adrian-Nilsson","Adrian-Nilsson Gosta","https://uploads8.wikiart.org/temp/fd9fddcb-c1c4-4c1e-9902-fd16ef90004a.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/G%C3%B6sta_Adrian-Nilsson","/Date(-2705961600000)/","/Date(-150249600000)/","April 2, 1884","March 29, 1965"
335715,"jef-aerosol","Jef Aerosol","Aerosol Jef","https://uploads3.wikiart.org/images/jef-aerosol.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Jef_A%C3%A9rosol","/Date(-409017600000)/","/Date(253402300799999)/","January 15, 1957",
325038,"pieter-aertsen","Pieter Aertsen","Aertsen Pieter","https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg","http://en.wikipedia.org/wiki/Pieter_Aertsen","/Date(-14579395200000)/","/Date(-12451795200000)/","1508","June 3, 1575"
343091,"afewerk-tekle","Afewerk Tekle","Afewerk Tekle","https://uploads8.wikiart.org/temp/d5aad42a-2a49-4d1d-a848-0c089228a5f4.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Afewerk_Tekle","/Date(-1173744000000)/","/Date(1334016000000)/","October 22, 1932","April 10, 2012"
293106,"nadir-afonso","Nadir Afonso","Afonso Nadir","https://uploads4.wikiart.org/images/nadir-afonso.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Nadir_Afonso","/Date(-1548720000000)/","/Date(253402300799999)/","December 4, 1920",
313396,"afro","Afro","Afro","https://uploads8.wikiart.org/temp/e5a7aa58-dba9-4d89-9760-ebdc5a7b24bd.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Afro_Basaldella","/Date(-1824940800000)/","/Date(207014400000)/","March 4, 1912","July 24, 1976"
295043,"yaacov-agam","Yaacov Agam","Agam Yaacov","https://uploads3.wikiart.org/images/yaacov-agam.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Yaacov_Agam","/Date(-1314144000000)/","/Date(253402300799999)/","May 11, 1928",
297787,"eileen-agar","Eileen Agar","Agar Eileen","https://uploads8.wikiart.org/temp/b57d3441-a898-4918-a102-9b90c23eb35a.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Eileen_Agar","/Date(-2211667200000)/","/Date(690336000000)/","December 1, 1899","November 17, 1991"
9223372032559809344,"aydin-aghdashloo","Aydin Aghdashloo","Aghdashloo Aydin","https://uploads6.wikiart.org/00106/images//img-2322.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Aydin_Aghdashloo","/Date(-920592000000)/","/Date(253402300799999)/","October 30, 1940",
9223372032559825753,"charuvi-agrawal","Charuvi Agrawal","Agrawal Charuvi","https://uploads7.wikiart.org/00159/images/charuvi-agrawal/charuvi.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Charuvi_Agrawal","/Date(424915200000)/","/Date(253402300799999)/","June 20, 1983",
311368,"gilles-aillaud","Gilles Aillaud","Aillaud Gilles","https://uploads8.wikiart.org/temp/5884b62e-11a4-40e0-bbaa-b02a6ea9d6a7.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Gilles_Aillaud","/Date(-1311984000000)/","/Date(1111622400000)/","June 5, 1928","March 24, 2005"
195896,"ivan-aivazovsky","Ivan Aivazovsky","Aivazovsky Ivan","https://uploads7.wikiart.org/images/ivan-aivazovsky.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Ivan_Aivazovsky","/Date(-4810147200000)/","/Date(-2198275200000)/","July 29, 1817","May 5, 1900"
307466,"roberto-aizenberg","Roberto Aizenberg","Aizenberg Roberto","https://uploads8.wikiart.org/temp/a9fa67f2-a4b0-4482-bf9b-614b781232ec.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Roberto_Aizenberg","/Date(-1494633600000)/","/Date(824428800000)/","August 22, 1922","February 16, 1996"
302078,"abdul-qader-al-raes","Abdul Qader Al Raes","Al Raes Abdul Qader","https://uploads8.wikiart.org/temp/2cfa37c3-bc14-4a81-aa0e-aeff26e05d2f.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Abdul_Qader_Al_Raes","/Date(-599616000000)/","/Date(253402300799999)/","1951",
9223372032559824356,"alan-aine","Alan Aine",,"https://uploads2.wikiart.org/00153/images//original.jpg!Portrait.jpg",,"/Date(378691200000)/","/Date(253402300799999)/","c.1982",
9223372032559822478,"grace-albee","Grace Albee","Albee Grace","https://uploads3.wikiart.org/00142/images//http-americanart-si-edu-images-juleybio-j0091734-1b-jpg.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Grace_Albee","/Date(-2506550400000)/","/Date(491184000000)/","July 28, 1890","July 26, 1985"
304268,"anni-albers","Anni Albers","Albers Anni","https://uploads8.wikiart.org/temp/f770e5f0-1106-47eb-bf9d-87247e6f259d.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Anni_Albers","/Date(-2226528000000)/","/Date(768441600000)/","June 12, 1899","May 9, 1994"
283305,"josef-albers","Josef Albers","Albers Josef","https://uploads8.wikiart.org/temp/cf0acabe-15ec-4ee2-8f12-f7c47929a28c.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Josef_Albers","/Date(-2580940800000)/","/Date(196560000000)/","March 19, 1888","March 25, 1976"
9223372032559828737,"albert-aublet","Albert Aublet",,"https://uploads.wikiart.org/Content/images/FRAME-600x480.jpg","https://fr.wikipedia.org/wiki/Albert_Aublet","/Date(-3753820800000)/","/Date(253402300799999)/","January 18, 1851",
9223372032559841965,"leon-battista-alberti","Leon Battista Alberti","Alberti Leon Battista","https://uploads6.wikiart.org/00246/images//leon-battista-alberti2.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Leon_Battista_Alberti","/Date(-17857497600000)/","/Date(-15705446400000)/","February 14, 1404","April 25, 1472"
9223372032559832066,"mariotto-albertinelli","Mariotto Albertinelli","Albertinelli Mariotto","https://uploads7.wikiart.org/00206/images/mariotto-albertinelli/images.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Mariotto_Albertinelli","/Date(-15627600000000)/","/Date(-14331859200000)/","October 13, 1474","November 5, 1515"
327996,"olga-albizu","Olga Albizu","Albizu Olga","https://uploads3.wikiart.org/images/olga-albizu.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Olga_Albizu","/Date(-1451692800000)/","/Date(1122681600000)/","1924","July 30, 2005"
275003,"ivan-albright","Ivan Albright","Albright  Ivan","https://uploads8.wikiart.org/temp/313a14ac-eebe-4005-8496-6386eb9fc752.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Ivan_Albright","/Date(-2299276800000)/","/Date(437961600000)/","February 20, 1897","November 18, 1983"
346801,"lita-albuquerque","Lita Albuquerque","Albuquerque Lita","https://uploads8.wikiart.org/temp/5c2286a4-9cb2-463e-9619-f7715fd2cc32.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Lita_Albuquerque","/Date(-757382400000)/","/Date(253402300799999)/","1946",
285887,"pierre-alechinsky","Pierre Alechinsky","Alechinsky Pierre","https://uploads0.wikiart.org/images/pierre-alechinsky.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Pierre_Alechinsky","/Date(-1331856000000)/","/Date(253402300799999)/","October 19, 1927",
278527,"fyodor-alekseyev","Fyodor Alekseyev","Alekseyev Fyodor","https://uploads8.wikiart.org/images/fyodor-alekseyev.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Fyodor_Alekseyev","/Date(-6847804800000)/","/Date(-4581792000000)/","c.1753","October 23, 1824"
328265,"leonardo-alenza","Leonardo Alenza","Alenza Leonardo","https://uploads7.wikiart.org/images/leonardo-alenza.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Leonardo_Alenza","/Date(-5117126400000)/","/Date(-3929040000000)/","November 6, 1807","June 30, 1845"
367071,"alexander-bazhbeuk-melikyan","Alexander Bazhbeuk-Melikyan","Alexander Bazhbeuk-Melikyan","https://uploads8.wikiart.org/temp/39ef9330-efe4-4de4-ac7c-519dc3fee6f0.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Alexander_Bazhbeuk-Melikyan","/Date(-2471126400000)/","/Date(-108950400000)/","September 11, 1891","July 20, 1966"
9223372032559843147,"alexander-belyaev","ALEXANDER BELYAEV",,"https://uploads6.wikiart.org/00257/images//img-7305-001.JPG!Portrait.JPG","","/Date(-333590400000)/","/Date(253402300799999)/","June 7, 1959",
334013,"peter-alexander","Peter Alexander","Alexander Peter","https://uploads8.wikiart.org/temp/2e1212d6-b3cf-4e01-b644-b46c136d89a9.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Peter_Alexander_%28artist%29","/Date(-973382400000)/","/Date(253402300799999)/","February 27, 1939",
9223372032559810153,"alexandru-phoebus","Alexandru Phoebus",,"https://uploads.wikiart.org/Content/images/FRAME-600x480.jpg",,"/Date(-2240524800000)/","/Date(-504921600000)/","1899","1954"
9223372032559837802,"alexis-digart","Alexis Digart",,"https://uploads3.wikiart.org/00224/images//constantin-paris-1977.jpg!Portrait.jpg","","/Date(-711417600000)/","/Date(253402300799999)/","June 17, 1947",
9223372032559825744,"alfredo-andersen","Alfredo Andersen",,"https://uploads6.wikiart.org/00158/images//normal-multiplas-faces-ana-4-1.jpg!Portrait.jpg","https://pt.wikipedia.org/wiki/Alfredo_Andersen","/Date(-3444768000000)/","/Date(-1085529600000)/","November 3, 1860","August 9, 1935"
290066,"hoca-ali-riza","Hoca Ali Riza","Ali Riza Hoca","https://uploads8.wikiart.org/temp/fdd3b75d-d31e-4dd2-b825-cf0e7b227291.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Hoca_Ali_R%C4%B1za","/Date(-3534364800000)/","/Date(-978307200000)/","1858","1939"
363938,"alphonse-allais","Alphonse Allais","Allais Alphonse","https://uploads8.wikiart.org/temp/1da7d69b-9947-4f5e-9a41-96f2cd0bb8f3.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Alphonse_Allais","/Date(-3635366400000)/","/Date(-2025302400000)/","October 20, 1854","October 28, 1905"
366666,"david-allan","David Allan","Allan David","https://uploads3.wikiart.org/images/david-allan.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/David_Allan_(painter)","/Date(-7128172800000)/","/Date(-5472057600000)/","February 13, 1744","August 6, 1796"
324847,"christian-wilhelm-allers","Christian Wilhelm Allers","Allers Christian Wilhelm","https://uploads7.wikiart.org/images/christian-wilhelm-allers.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Christian_Wilhelm_Allers","/Date(-3547152000000)/","/Date(-1710547200000)/","August 6, 1857","October 19, 1915"
284772,"jose-de-almada-negreiros","Jose de Almada-Negreiros","Almada-Negreiros Jose de","https://uploads7.wikiart.org/images/jose-de-almada-negreiros.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/José_de_Almada_Negreiros","/Date(-2421532800000)/","/Date(14256000000)/","April 7, 1893","June 15, 1970"
332911,"lara-almarcegui","Lara Almarcegui","Almarcegui Lara","https://uploads7.wikiart.org/images/lara-almarcegui.jpg!Portrait.jpg","http://es.wikipedia.org/wiki/Lara_Almarcegui","/Date(63072000000)/","/Date(253402300799999)/","1972",
214440,"sir-lawrence-alma-tadema","Sir Lawrence Alma-Tadema","Alma-Tadema Lawrence","https://uploads3.wikiart.org/images/alma-tadema-lawrence.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Lawrence_Alma-Tadema","/Date(-4228070400000)/","/Date(-1815177600000)/","January 8, 1836","June 25, 1912"
330145,"helena-almeida","Helena Almeida","Almeida Helena","https://uploads6.wikiart.org/images/helena-almeida.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Helena_Almeida","/Date(-1136073600000)/","/Date(253402300799999)/","1934",
324647,"carlos-alonso","Carlos Alonso","Alonso, Carlos","https://uploads8.wikiart.org/temp/6dfdaf8a-7826-497d-9074-d99c4b33a9bf.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Carlos_Alonso","/Date(-1290902400000)/","/Date(253402300799999)/","February 4, 1929",
253299,"rudolf-von-alt","Rudolf von Alt","Alt Rudolf von","https://uploads8.wikiart.org/temp/3205edd5-1b1d-4153-8534-86a5976b484e.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Rudolf_von_Alt","/Date(-4965321600000)/","/Date(-2045174400000)/","August 28, 1812","March 12, 1905"
269434,"ioannis-altamouras","Ioannis Altamouras","Altamouras Ioannis","https://uploads1.wikiart.org/images/ioannis-altamouras.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Ioannis_Altamouras","/Date(-3723753600000)/","/Date(-2903212800000)/","1852","1878"
244582,"albrecht-altdorfer","Albrecht Altdorfer","Altdorfer Albrecht","https://uploads1.wikiart.org/images/albrecht-altdorfer.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Albrecht_Altdorfer","/Date(-15462921600000)/","/Date(-13628995200000)/","c.1480","February 12, 1538"
9223372032559808670,"nathan-altman","Nathan Altman","Altman Nathan","https://uploads8.wikiart.org/temp/a1c5976c-96f7-43e5-abd9-025ef480b282.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Nathan_Altman","/Date(-2525385600000)/","/Date(29808000000)/","December 22, 1889","December 12, 1970"
9223372032559820749,"john-altoon","John Altoon","Altoon John","https://uploads3.wikiart.org/00134/images//john-altoon.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/John_Altoon","/Date(-1393459200000)/","/Date(-28252800000)/","November 5, 1925","February 8, 1969"
337485,"carsten-nicolai","Carsten Nicolai","Alva Noto","https://uploads7.wikiart.org/images/carsten-nicolai.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Alva_Noto","/Date(-157766400000)/","/Date(253402300799999)/","1965",
333603,"hans-am-ende","Hans am Ende","am Ende Hans","https://uploads4.wikiart.org/images/hans-am-ende.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Hans_am_Ende","/Date(-3313526400000)/","/Date(-1624665600000)/","December 31, 1864","July 9, 1918"
291676,"theodor-aman","Theodor Aman","Aman Theodor","https://uploads8.wikiart.org/temp/00cee6d0-561a-4e5b-b33d-35012f76983f.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Theodor_Aman","/Date(-4379702400000)/","/Date(-2473113600000)/","March 20, 1831","August 19, 1891"
9223372032559823397,"sidney-amaral","Sidney Amaral","Amaral Sidney","https://uploads1.wikiart.org/00147/images//491-sidney-amaral.jpg!Portrait.jpg",,"/Date(106099200000)/","/Date(1495065600000)/","May 13, 1973","May 18, 2017"
284814,"tarsila-do-amaral","Tarsila do Amaral","Amaral Tarsila do","https://uploads0.wikiart.org/images/tarsila-do-amaral.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Tarsila_do_Amaral","/Date(-2629756800000)/","/Date(96076800000)/","September 1, 1886","January 17, 1973"
9223372032559828756,"pedro-americo","Pedro Américo","Américo Pedro","https://uploads7.wikiart.org/00210/images/pedro-americo/pedro-am-rico.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Pedro_Am%C3%A9rico","/Date(-3997555200000)/","/Date(-2051222400000)/","April 29, 1843","1905"
322837,"cuno-amiet","Cuno Amiet","Amiet Cuno","https://uploads8.wikiart.org/temp/81218b72-9dfa-4c5c-87d0-0d8dcd6ddb04.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Cuno_Amiet","/Date(-3211315200000)/","/Date(-267926400000)/","March 28, 1868","July 6, 1961"
9223372032559839023,"rodolfo-amoedo","Rodolfo Amoedo","Amoedo Rodolfo","https://uploads2.wikiart.org/00231/images/rodolfo-amoedo/rodolfo-amoedo-auto-retrato-1921.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Rodolfo_Amoedo","/Date(-3536179200000)/","/Date(-902188800000)/","December 11, 1857","May 31, 1941"
9223372032559843019,"amos-nattini","Amos Nattini",,"https://uploads6.wikiart.org/00256/images//amos-nattini.jpg!Portrait.jpg",,"/Date(-2454969600000)/","/Date(253402300799999)/","March 16, 1892",
9223372032559809245,"el-anatsui","El Anatsui","Anatsui El","https://uploads4.wikiart.org/00105/images/el-anatsui/el-anatsui-cbc.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/El_Anatsui","/Date(-820540800000)/","/Date(253402300799999)/","1944",
9223372032559822509,"anna-ancher","Anna Ancher","Ancher Anna","https://uploads6.wikiart.org/00142/images//anna-ancher-5.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Anna_Ancher","/Date(-3483043200000)/","/Date(-1095552000000)/","August 18, 1859","April 15, 1935"
9223372032559841505,"ancient-egyptian-painting","Ancient Egyptian Painting","Ancient Egyptian Painting","https://uploads5.wikiart.org/00244/images/ancient-egyptian-painting/stela-of-aafenmut-ca-924-889-b-c.jpg!Portrait.jpg",,"/Date(-62135510404150)/","/Date(-41970787200000)/","c.3150 BC","c.640"
9223372032559840079,"ancient-greek-painting","Ancient Greek Painting",,"https://uploads2.wikiart.org/00237/images/ancient-greek-painting/181029-r33122-1.jpg!Portrait.jpg",,"/Date(-62135510401700)/","/Date(-62135510401031)/","c.700 BC","c.31 BC"
9223372032559840380,"ancient-greek-pottery","Ancient Greek Pottery",,"https://uploads1.wikiart.org/00238/images/ancient-greek-pottery/hb-14-136-av5-1.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Pottery_of_ancient_Greece","/Date(-62135510401900)/","/Date(-62135510401031)/","c.900 BC","31 BC"
312373,"edna-andrade","Edna Andrade","Andrade Edna","https://uploads8.wikiart.org/temp/77085a99-6651-4c7f-80cf-092307802546.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Edna_Andrade","/Date(-1670457600000)/","/Date(1208390400000)/","January 25, 1917","April 17, 2008"
9223372032559808669,"carl-andre","Carl Andre","Andre Carl","https://uploads8.wikiart.org/temp/a91f5662-b59e-4892-ab45-c8a8ab89136c.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Carl_Andre","/Date(-1082246400000)/","/Date(253402300799999)/","September 16, 1935",
9223372032559841393,"andre-merez","André Merez",,"https://uploads5.wikiart.org/00254/images/andre-merez/b6f15937-98ff-430c-bb41-40dd3acd2c6e.jpg!Portrait.jpg",,"/Date(106185600000)/","/Date(253402300799999)/","May 14, 1973",
286103,"ion-andreescu","Ion Andreescu","Andreescu Ion","https://uploads8.wikiart.org/temp/2d25b771-e678-446c-b814-d171b31e06c8.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Ion_Andreescu","/Date(-3782937600000)/","/Date(-2751580800000)/","February 15, 1850","October 22, 1882"
9223372032559827222,"benny-andrews","Benny Andrews","Andrews Benny","https://uploads0.wikiart.org/00168/images//benny-andrews1.jpg!Portrait.jpg","https://en.wikipedia.org/wiki/Benny_Andrews","/Date(-1235001600000)/","/Date(253402300799999)/","November 13, 1930",
9223372032559843049,"angelo-zoffoli","Angelo Zoffoli",,"https://uploads4.wikiart.org/00256/images//1.png!Portrait.png",,"/Date(-3471292800000)/","/Date(-1893456000000)/","1860","1910"
306445,"octav-angheluta","Octav Angheluta","Angheluta Octav","https://uploads8.wikiart.org/temp/5b04d21d-d4fa-4f53-8b14-089e6c041a2d.jpg!Portrait.jpg",,"/Date(-2072217600000)/","/Date(283996800000)/","May 3, 1904","1979"
338849,"charles-angrand","Charles Angrand","Angrand Charles","https://uploads7.wikiart.org/images/charles-angrand.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Charles_Angrand","/Date(-3651264000000)/","/Date(-1380758400000)/","April 19, 1854","April 1, 1926"
312096,"sofonisba-anguissola","Sofonisba Anguissola","Anguissola Sofonisba","https://uploads8.wikiart.org/temp/246b065b-ea17-4b02-ab17-169aa3deb0e0.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Sofonisba_Anguissola","/Date(-13822012800000)/","/Date(-10859529600000)/","c.1532","November 16, 1625"
322693,"albert-anker","Albert Anker","Anker Albert","https://uploads8.wikiart.org/temp/8f6deeba-dbfe-4fd0-a520-2603e700a3fb.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Albert_Anker","/Date(-4378665600000)/","/Date(-1876521600000)/","April 1, 1831","July 16, 1910"
259266,"jury-annenkov","Jury Annenkov","Annenkov Jury","https://uploads8.wikiart.org/temp/a4927f1d-5969-4058-a5c3-d0defb863e03.jpg!Portrait.jpg","http://en.wikipedia.org/wiki/Yury_Annenkov","/Date(-2538518400000)/","/Date(142819200000)/","July 23, 1889","July 12, 1974"
335617,"david-annesley","David Annesley","Annesley David","https://uploads.wikiart.org/Content/images/FRAME-600x480.jpg",,"/Date(-1073001600000)/","/Date(253402300799999)/","1936",
